Transaction ID,Store Location,Date,Time,Customer ID,Product ID,Product Name,Quantity,Cost,Price
TXN-0156,Store 1,2021-08-17,20:12,68116,1413,Product 1413,6,16.77,34.9
TXN-0157,Store 1,2021-08-15,14:46,41587,1344,Product 1344,7,13.76,24.17
TXN-0158,Store 1,2021-08-20,14:31,52344,1575,Product 1575,10,13.22,23.37
TXN-0159,Store 1,2021-08-16,17:53,26603,1063,Product 1063,6,47.13,136.81
TXN-0160,Store 1,2021-08-17,17:59,47549,1175,Product 1175,6,30.38,68.67
TXN-0161,Store 1,2021-08-15,22:22,55687,1087,Product 1087,6,35.74,63.49
TXN-0162,Store 1,2021-08-19,14:21,56843,1179,Product 1179,10,9.82,28.77
TXN-0163,Store 1,2021-08-15,17:19,96321,1359,Product 1359,10,49.53,85.33
TXN-0164,Store 1,2021-08-14,13:55,82511,1157,Product 1157,6,21.34,38.69
TXN-0165,Store 1,2021-08-20,17:10,37793,1961,Product 1961,6,44.14,101.4
TXN-0166,Store 1,2021-08-20,23:45,21465,1757,Product 1757,5,33.51,81.67
TXN-0167,Store 1,2021-08-20,14:54,14763,1559,Product 1559,8,22.41,50.19
TXN-0168,Store 1,2021-08-18,11:46,11683,1662,Product 1662,4,44.89,117.04
TXN-0169,Store 1,2021-08-18,21:20,46989,1089,Product 1089,1,27.47,70.2
TXN-0170,Store 1,2021-08-18,20:33,61177,1020,Product 1020,5,30.13,77.6
TXN-0171,Store 1,2021-08-19,19:12,87146,1652,Product 1652,7,32.16,70.56
TXN-0172,Store 1,2021-08-16,18:16,87686,1576,Product 1576,6,17.05,50.63
TXN-0173,Store 1,2021-08-20,11:57,37808,1756,Product 1756,9,40.4,81.81
TXN-0174,Store 1,2021-08-15,15:18,95402,1111,Product 1111,4,47.45,112.38
TXN-0175,Store 1,2021-08-20,23:12,47270,1754,Product 1754,10,6.03,12.49
TXN-0176,Store 1,2021-08-16,19:38,55653,1023,Product 1023,10,44.54,130.27
TXN-0177,Store 1,2021-08-18,14:57,56107,1759,Product 1759,10,44.67,100.61
TXN-0178,Store 1,2021-08-17,15:3,83723,1877,Product 1877,2,30.89,72.9
TXN-0179,Store 1,2021-08-15,17:43,64461,1964,Product 1964,4,49.33,76.05
TXN-0180,Store 1,2021-08-15,14:14,74981,1132,Product 1132,10,21.5,35.36
TXN-0181,Store 1,2021-08-14,21:33,48692,1684,Product 1684,1,49.49,137.33
TXN-0182,Store 1,2021-08-19,10:20,72109,1151,Product 1151,5,21.02,54.13
TXN-0183,Store 1,2021-08-14,11:23,83518,1609,Product 1609,6,42.34,82.62
TXN-0184,Store 1,2021-08-16,14:6,56948,1517,Product 1517,9,24.56,70.95
TXN-0185,Store 1,2021-08-17,12:22,65345,1977,Product 1977,6,11.68,33.48
TXN-0186,Store 1,2021-08-17,12:39,26230,1432,Product 1432,7,24.31,59.49
TXN-0187,Store 1,2021-08-16,14:0,14422,1779,Product 1779,7,27.09,68.26
TXN-0188,Store 1,2021-08-16,21:15,31228,1480,Product 1480,6,32.55,64.69
TXN-0189,Store 1,2021-08-14,16:43,84035,1924,Product 1924,2,46.65,98.92
TXN-0190,Store 1,2021-08-16,22:5,80322,1892,Product 1892,8,12.5,22.58
TXN-0191,Store 1,2021-08-14,21:53,99420,1404,Product 1404,10,46.32,97.21
TXN-0192,Store 1,2021-08-19,22:48,41024,1385,Product 1385,6,32.49,52.84
TXN-0193,Store 1,2021-08-18,22:48,53136,1360,Product 1360,2,7.64,11.72
TXN-0194,Store 1,2021-08-19,16:48,21432,1242,Product 1242,8,34.34,82.46
TXN-0195,Store 1,2021-08-20,14:21,32835,1528,Product 1528,4,38.88,70.42
TXN-0196,Store 1,2021-08-15,19:55,17552,1511,Product 1511,2,19.1,35.61
TXN-0197,Store 1,2021-08-20,22:24,12287,1373,Product 1373,4,22.19,58.84
TXN-0198,Store 1,2021-08-15,12:42,39433,1040,Product 1040,2,22.23,56.3
TXN-0199,Store 1,2021-08-14,23:16,98091,1948,Product 1948,6,46.56,103.31
TXN-0200,Store 1,2021-08-17,20:48,57793,1857,Product 1857,2,43.38,78.91
TXN-0201,Store 1,2021-08-17,14:26,90048,1347,Product 1347,5,44.63,100.92
TXN-0202,Store 1,2021-08-18,21:1,16013,1687,Product 1687,2,46.24,122.47
TXN-0203,Store 1,2021-08-14,16:48,47927,1855,Product 1855,5,44.09,73.98
TXN-0204,Store 1,2021-08-17,15:50,90760,1819,Product 1819,2,8.53,21.7
TXN-0205,Store 1,2021-08-17,21:12,83011,1657,Product 1657,2,39.72,66.34
TXN-0206,Store 1,2021-08-16,13:40,35382,1896,Product 1896,7,36.12,73.48
TXN-0207,Store 1,2021-08-14,23:35,43371,1814,Product 1814,10,40.7,109.58
TXN-0208,Store 1,2021-08-20,12:39,86389,1295,Product 1295,1,32.54,86.39
TXN-0209,Store 1,2021-08-14,13:25,18191,1209,Product 1209,5,35.64,86.45
TXN-0210,Store 1,2021-08-19,22:21,18491,1171,Product 1171,8,36.2,93.0
TXN-0211,Store 1,2021-08-15,21:57,35303,1731,Product 1731,5,31.74,49.93
TXN-0212,Store 1,2021-08-15,10:46,51331,1922,Product 1922,3,10.22,23.08
TXN-0213,Store 1,2021-08-19,23:19,70928,1965,Product 1965,10,40.51,107.03
TXN-0214,Store 1,2021-08-17,12:37,49365,1407,Product 1407,5,24.08,41.09
TXN-0215,Store 1,2021-08-18,23:1,81242,1110,Product 1110,7,28.32,50.28
TXN-0216,Store 1,2021-08-18,21:23,71242,1517,Product 1517,10,24.75,67.31
TXN-0217,Store 1,2021-08-18,11:31,78335,1327,Product 1327,7,27.53,61.67
TXN-0218,Store 1,2021-08-20,17:9,41960,1195,Product 1195,4,18.63,30.33
TXN-0219,Store 1,2021-08-16,22:11,45730,1678,Product 1678,5,6.02,16.37
TXN-0220,Store 1,2021-08-20,19:55,12870,1705,Product 1705,1,31.09,56.51
TXN-0221,Store 1,2021-08-18,22:42,77079,1071,Product 1071,1,35.21,84.7
TXN-0222,Store 1,2021-08-14,10:14,62933,1474,Product 1474,8,17.83,51.77
TXN-0223,Store 1,2021-08-15,19:2,45976,1999,Product 1999,7,5.23,15.39
TXN-0224,Store 1,2021-08-15,18:37,23052,1318,Product 1318,10,49.24,91.91
TXN-0225,Store 1,2021-08-20,23:7,88205,1964,Product 1964,3,10.46,16.94
TXN-0226,Store 1,2021-08-14,15:29,49405,1205,Product 1205,9,19.98,40.53
TXN-0227,Store 1,2021-08-17,13:57,92312,1238,Product 1238,7,16.03,45.52
TXN-0228,Store 1,2021-08-16,20:21,43763,1372,Product 1372,2,12.87,37.69
TXN-0229,Store 1,2021-08-20,18:16,38714,1383,Product 1383,9,28.9,70.73
TXN-0230,Store 1,2021-08-19,13:2,83255,1286,Product 1286,10,23.1,66.65
TXN-0231,Store 1,2021-08-20,14:40,59662,1688,Product 1688,2,33.86,85.61
TXN-0232,Store 1,2021-08-16,19:8,99027,1312,Product 1312,8,37.47,92.62
TXN-0233,Store 1,2021-08-18,20:21,94802,1394,Product 1394,9,24.9,59.0
TXN-0234,Store 1,2021-08-18,19:40,51574,1660,Product 1660,6,42.89,127.94
TXN-0235,Store 1,2021-08-20,10:41,41220,1521,Product 1521,9,38.25,111.58
TXN-0236,Store 1,2021-08-15,14:17,84197,1663,Product 1663,5,13.55,27.27
TXN-0237,Store 1,2021-08-18,14:19,12871,1689,Product 1689,1,14.99,26.0
TXN-0238,Store 1,2021-08-14,13:46,88198,1066,Product 1066,7,35.3,55.47
TXN-0239,Store 1,2021-08-16,21:25,94581,1319,Product 1319,7,38.75,76.19
TXN-0240,Store 1,2021-08-20,16:35,59139,1581,Product 1581,10,25.21,65.6
TXN-0241,Store 1,2021-08-18,19:3,33358,1386,Product 1386,2,21.22,49.52
TXN-0242,Store 1,2021-08-18,21:28,42609,1194,Product 1194,4,45.66,77.42
TXN-0243,Store 1,2021-08-20,14:36,15923,1214,Product 1214,9,33.43,81.56
TXN-0244,Store 1,2021-08-17,11:0,54733,1192,Product 1192,6,43.22,75.8
TXN-0245,Store 1,2021-08-18,10:54,93377,1586,Product 1586,5,43.94,73.55
TXN-0246,Store 1,2021-08-15,17:14,45168,1518,Product 1518,9,24.25,54.82
TXN-0247,Store 1,2021-08-19,20:0,93912,1212,Product 1212,5,14.78,31.81
TXN-0248,Store 1,2021-08-16,20:45,14495,1794,Product 1794,1,9.19,14.23
TXN-0249,Store 1,2021-08-20,13:54,89703,1745,Product 1745,5,11.11,27.89
TXN-0250,Store 1,2021-08-16,23:39,35051,1097,Product 1097,3,15.29,39.24
TXN-0251,Store 1,2021-08-18,20:23,80103,1066,Product 1066,4,16.06,38.67
TXN-0252,Store 1,2021-08-15,12:31,32797,1745,Product 1745,3,30.33,87.96
TXN-0253,Store 1,2021-08-17,18:14,97005,1256,Product 1256,6,38.88,71.6
TXN-0254,Store 1,2021-08-19,14:32,78536,1898,Product 1898,9,26.18,55.87
TXN-0255,Store 1,2021-08-19,22:8,73557,1161,Product 1161,1,23.54,37.21
TXN-0256,Store 1,2021-08-19,16:2,40730,1453,Product 1453,9,31.92,79.67
TXN-0257,Store 1,2021-08-15,13:32,87502,1324,Product 1324,4,13.8,39.99
TXN-0258,Store 1,2021-08-15,11:39,41680,1521,Product 1521,10,19.81,54.68
TXN-0259,Store 1,2021-08-18,19:7,85666,1425,Product 1425,7,33.88,89.25
TXN-0260,Store 1,2021-08-15,17:25,92414,1203,Product 1203,4,37.26,89.01
TXN-0261,Store 1,2021-08-16,10:6,87701,1804,Product 1804,10,36.61,88.56
TXN-0262,Store 1,2021-08-19,14:23,49147,1540,Product 1540,10,23.88,52.92
TXN-0263,Store 1,2021-08-14,10:38,21564,1751,Product 1751,3,44.06,117.05
TXN-0264,Store 1,2021-08-19,18:22,15183,1679,Product 1679,10,46.14,129.33
TXN-0265,Store 1,2021-08-19,10:10,59225,1540,Product 1540,4,40.35,97.66
TXN-0266,Store 1,2021-08-19,15:24,14660,1428,Product 1428,10,28.59,49.21
TXN-0267,Store 1,2021-08-16,12:45,98504,1983,Product 1983,6,37.81,112.44
TXN-0268,Store 1,2021-08-19,12:43,54039,1199,Product 1199,5,8.46,22.05
TXN-0269,Store 1,2021-08-18,19:54,43108,1289,Product 1289,6,19.23,55.68
TXN-0270,Store 1,2021-08-17,13:4,17859,1453,Product 1453,6,29.87,80.73
TXN-0271,Store 1,2021-08-17,10:54,33725,1655,Product 1655,10,33.61,61.94
TXN-0272,Store 1,2021-08-20,11:10,39241,1897,Product 1897,3,10.55,25.24
TXN-0273,Store 1,2021-08-16,22:12,36745,1456,Product 1456,6,27.68,75.65
TXN-0274,Store 1,2021-08-16,12:38,87931,1176,Product 1176,10,39.03,66.09
TXN-0275,Store 1,2021-08-20,22:22,18230,1878,Product 1878,4,16.73,47.37
TXN-0276,Store 1,2021-08-15,10:6,99776,1274,Product 1274,2,7.25,15.65
TXN-0277,Store 1,2021-08-15,21:53,63834,1286,Product 1286,5,19.63,51.24
TXN-0278,Store 1,2021-08-19,11:24,41691,1879,Product 1879,3,11.19,25.98
TXN-0279,Store 1,2021-08-17,20:52,25026,1194,Product 1194,2,18.28,51.31
TXN-0280,Store 1,2021-08-17,14:44,19345,1436,Product 1436,9,47.62,73.59
TXN-0281,Store 1,2021-08-16,11:3,94749,1231,Product 1231,3,39.76,93.75
TXN-0282,Store 1,2021-08-18,17:52,90613,1699,Product 1699,10,47.59,104.29
TXN-0283,Store 1,2021-08-16,20:1,13350,1189,Product 1189,5,25.71,44.12
TXN-0284,Store 1,2021-08-16,11:35,29649,1791,Product 1791,4,40.87,120.01
TXN-0285,Store 1,2021-08-17,23:28,30592,1527,Product 1527,5,48.99,94.41
TXN-0286,Store 1,2021-08-20,19:50,29734,1400,Product 1400,6,26.54,46.93
TXN-0287,Store 1,2021-08-19,14:21,51433,1888,Product 1888,3,14.35,31.13
TXN-0288,Store 1,2021-08-16,15:37,92764,1106,Product 1106,1,31.16,68.9
TXN-0289,Store 1,2021-08-19,10:49,11995,1563,Product 1563,7,49.32,132.74
TXN-0290,Store 1,2021-08-14,14:58,48608,1778,Product 1778,3,23.25,65.65
TXN-0291,Store 1,2021-08-19,10:17,29128,1737,Product 1737,6,34.28,56.38
TXN-0292,Store 1,2021-08-18,11:49,14693,1494,Product 1494,6,37.04,78.5
TXN-0293,Store 1,2021-08-14,23:0,73469,1091,Product 1091,8,17.65,52.15
TXN-0294,Store 1,2021-08-17,22:5,36923,1861,Product 1861,7,41.42,82.11
TXN-0295,Store 1,2021-08-17,18:53,25640,1863,Product 1863,9,34.34,64.56
TXN-0296,Store 1,2021-08-19,13:42,38497,1799,Product 1799,4,28.85,65.1
TXN-0297,Store 1,2021-08-17,19:0,81907,1577,Product 1577,3,38.68,73.22
TXN-0298,Store 1,2021-08-20,20:19,53395,1347,Product 1347,1,39.21,102.16
TXN-0299,Store 1,2021-08-17,13:11,82355,1004,Product 1004,5,21.8,51.81
TXN-0300,Store 1,2021-08-18,16:52,99790,1987,Product 1987,10,16.07,41.36
TXN-0301,Store 1,2021-08-17,14:47,61168,1531,Product 1531,9,10.02,15.58
TXN-0302,Store 1,2021-08-15,11:26,45921,1778,Product 1778,2,28.41,53.9
TXN-0303,Store 1,2021-08-14,16:46,41247,1627,Product 1627,10,42.02,117.64
TXN-0304,Store 1,2021-08-20,19:55,70255,1423,Product 1423,6,19.33,37.4
TXN-0305,Store 1,2021-08-18,10:16,29869,1381,Product 1381,6,28.2,44.66
TXN-0306,Store 1,2021-08-17,16:56,69646,1578,Product 1578,3,7.32,14.12
TXN-0307,Store 1,2021-08-20,16:50,12589,1550,Product 1550,4,11.08,25.16
TXN-0308,Store 1,2021-08-15,18:14,15409,1419,Product 1419,10,27.76,59.08
TXN-0309,Store 1,2021-08-20,22:38,44452,1328,Product 1328,10,44.41,97.32
